date,title,content
2021-03-19,"Падение российской экономики ускорилось до 2,8% в феврале",
2021-03-20,ВТБ вновь стал акционером «Первого канала»,
2021-03-22,Правительство хочет продлить соглашения о сдерживании цен сахара и масла,
2021-03-23,20% доходов самых богатых американцев проходит мимо Налоговой службы США,
2021-03-25,Количество поданных заявок по безработице в США упало до минимума с начала пандемии,
2021-03-26,Пользователи сообщили о сбое в работе Instagram,
2021-03-26,Минфин хочет разрешить инвестировать средства ФНБ в золото,
2021-03-26,"Продукты питания в России в феврале дорожали в 5 раз быстрее, чем в ЕС",
2021-03-28,Власти Британии отказались спасать бизнес Саджива Гупты,
2021-03-29,В Суэцком канале возобновилась навигация,
2021-03-29,Минсельхоз предложил компенсировать рыбакам 30% затрат на топливо,
2021-03-29,Boeing получила крупнейший заказ на 737 MAX после приостановки его эксплуатации в 2019 году,
2021-03-30,Тиньков рассказал о состоянии своего здоровья,
2021-03-31,"Убыток «Газпром-медиа» в 2020 году увеличился до 5,5 млрд рублей",
2021-03-31,«Рольф» хочет сменить юридический статус на АО,
2021-03-31,Байден представит план развития инфраструктуры США на $2 трлн,
2021-03-31,ВТО улучшила прогноз роста мировой торговли в 2021 году до 8%,
2021-04-01,«Яндекс» вложил более $130 млн в IPO нескольких SPAC-компаний,
2021-04-01,Росстат планирует проследить за правильностью сведений о России в рейтингах,
2021-04-01,Минэкономики понизит прогноз роста ВВП в 2021 году,
2021-04-01,"Росстат уменьшил оценку падения ВВП в 2020 году до 3,0%",
2021-04-01,Средние цены на бензин за неделю выросли на 12 копеек,
2021-04-01,Минтруд спрогнозировал переход на удаленку 10% работающих россиян,
2021-04-02,Правительство утвердило госпрограмму развития Арктики,
2021-04-02,ФАС назвала претендентов на активы «Евроцемента»,
2021-04-02,В Москве патенты для мигрантов могут стать электронными,
2021-04-02,В Госдуму внесен законопроект о едином налоговом платеже для бизнеса,
2021-04-05,Google выиграла у Oracle многолетний судебный спор об авторских правах,
2021-04-05,Курс GameStop упал на 12% после ее решения продать акции на $1 млрд,
2021-04-05,Минфин США предложил ввести минимальную ставку корпоративного налога во всем мире,
2021-04-06,Минэкономики спрогнозировало снижение темпов инфляции в апреле,
2021-04-07,МВФ посоветовал развитым странам рассмотреть введение налогов на сверхприбыль и богатство,
2021-04-07,США могут назначить спецпредставителя для переговоров по «Северному потоку-2»,
2021-04-07,Международная ассоциация воздушного транспорта не видит признаков восстановления рынка,
2021-04-08,«Додо Пицца» закроет свои рестораны в Китае,
2021-04-08,"С начала года цены на бензин выросли на 3,2%",
2021-04-08,Минфин: налоговая нагрузка на россиян одна из самых низких в мире,
2021-04-08,РФПИ начал переговоры с Германией о поставке «Спутника V»,
2021-04-09,ФТС увеличила перечисления в бюджет на 12% в первом квартале,
2021-04-11,Лавров рассчитывает на возобновление полетов на курорты Египта в ближайшее время,
2021-04-12,Индия одобрила применение «Спутника V»,
2021-04-12,Российские авиакомпании начали готовиться к ограничению сообщения с Турцией,
2021-04-12,Профицит бюджета в январе-марте составил более 205 млрд руб.,
2021-04-12,Российских туристов не будут эвакуировать из Турции и Танзании,
2021-04-12,Ant Group придется провести реструктуризацию,
2021-04-12,Цены на бензин в Москве вновь выросли,
2021-04-13,Страховщик назвал необоснованным требование компенсации в $900 млн за ЧП в Суэцком канале,
2021-04-13,СМИ: глава Toshiba уйдет в отставку из-за возможного конфликта интересов,
2021-04-14,Глава ЕЦБ: экономика еврозоны все еще «на костылях»,
2021-04-14,Акции Coinbase выросли на 52% в первый день торгов,
2021-04-14,Росстат заявил о снижении бедности в России в 2020 году,
2021-04-14,"Недельная инфляция в России замедлилась до 0,1%",
2021-04-15,Силуанов: санкции США на госдолг России несут упущенную выгоду им самим,
2021-04-15,Количество граждан с состоянием более $5 млн выросло во время пандемии,
2021-04-15,«Аэрофлот» прокомментировал сокращение рейсов Пермь—Москва,
2021-04-16,«Белавиа» возобновит 24 апреля полеты из Минска в Жуковский,
2021-04-19,"Путин: надо, чтобы каждый рубль в экономике был использован эффективно",
2021-04-19,В Госдуму внесли проект о распространении программы «Дальневосточный гектар» на Арктику,
2021-04-20,Boeing повысил предельный возраст выхода на пенсию для своего президента и гендиректора,
2021-04-20,Минэкономики сообщило о первом росте ВВП России с начала пандемии,
2021-04-20,Росстат оценил рост реальных зарплат в феврале в 2%,
2021-04-21,Минфин назвал источники финансирования мер из послания Путина,
2021-04-21,"IATA: убытки индустрии авиаперевозок в 2021 году составят $47,7 млрд",
2021-04-22,Правительство поддержало законопроект о «золотых» визах для иностранных инвесторов,
2021-04-22,Совет ЕЭК одобрил беспошлинный ввоз сахара в Россию в объеме до 350 тысяч тонн,
2021-04-23,ФАС признала рекламу Альфа-банка и Моргенштерна нарушающей закон,
2021-04-23,Белоруссия ввела санкции против бойкотировавших Минск спонсоров ЧМ по хоккею,
2021-04-27,Привившимся «Спутником V» разрешили въезд на Мальдивы без тестов,
2021-04-27,Time представил список 100 самых влиятельных компаний,
2021-04-27,Новак ожидает цены на нефть $62-66 до конца года,
2021-05-03,Посол РФ надеется на возобновление рейсов на курорты Египта в ближайшие месяцы,
2021-05-04,Власти Мексики заинтересовались вакциной «ЭпиВакКорона»,
2021-05-04,Правительство утвердило сроки эксперимента по маркировке БАДов,
2021-05-06,Глава Pfizer выступил против идеи Байдена отменить патенты на вакцины от COVID-19,
2021-05-06,"YouTube ограничил работу каналов «Новой», Sota и Яшина из-за ссылок на «Умное голосование»",
2021-05-06,"Недельная инфляция в России сохранилась на уровне 0,2%",
2021-05-06,Количество заявок на пособия по безработице в США впервые с начала пандемии упало ниже 500 тыс.,
2021-05-07,Самолет из Симферополя экстренно сел в Шереметьево,
2021-05-07,"С начала года цены на бензин выросли на 3,6%",
2021-05-07,В российские регионы направлено около миллиона доз «ЭпиВакКороны»,
2021-05-07,"В 2019 году выбросы парниковых газов в Китае превысили выбросы всех развитых стран, вместе взятых",
2021-05-07,"Сильнее всего в РФ за апрель подорожали свекла, морковь и яйца",
2021-05-08,Правительство увеличило свой резервный фонд почти на 121 млрд рублей,
2021-05-08,Страны ЕС не договорились об отмене патентов на вакцины от COVID-19,
2021-05-08,Bloomberg: Джефф Безос заказал парусную яхту за $500 млн,
2021-05-09,Разработчики «Спутника V» обвинили Bild в дискредитации вакцины,
2021-05-09,Овечкин инвестировал в женский футбольный клуб «Вашингтон Спирит»,
2021-05-10,РФПИ предложил Сан-Марино помощь с организацией вакцинного туризма,
2021-05-10,Индекс Dow Jones достиг рекордного максимума,
2021-05-11,«Россети» покинут два первых заместителя гендиректора,
2021-05-12,Потребительские цены в США в апреле показали самый сильный рост с 2008 года,
2021-05-12,Норвегия отказалась от вакцины AstraZeneca,
2021-05-12,Три американские авиакомпании отменили рейсы в Тель-Авив,
2021-05-12,SoftBank отчитался за год с рекордной для японской компании прибылью,
2021-05-13,"Доля иностранных инвестиций в ОФЗ в апреле снизилась до 18,8%",
2021-05-13,Правительство поддержало законопроект об упрощении банкротства юрлиц,
2021-05-13,Alibaba закончила квартал с убытком впервые с момента IPO,
2021-05-13,"Недельная инфляция в России снизилась до 0,1%",
2021-05-14,Рост цен на бензин остановился на прошлой неделе,
2021-05-14,Пользователи Facebook и Instagram сообщили о сбоях,
2021-05-14,«Роснефть» ожидает нового партнера по проекту «Восток Ойл»,
2021-05-15,Хинштейн: ограничить работу WhatsApp в России возможно,
2021-05-17,Росстат предварительно оценил снижение ВВП в первом квартале в 1%,
2021-05-18,Центральный детский магазин могут закрыть на 90 дней,
2021-05-18,Walmart увеличил онлайн-продажи на 37%,
2021-05-18,"Сбербанк, ВЭБ и РФПИ покупают по 25% «Просвещения»",
2021-05-19,"Недельная инфляция в России составила 0,1%",
2021-05-19,Мировая торговля в первом квартале достигла допандемийного уровня,
2021-05-20,"ЕС оштрафовал UBS, UniCredit и Nomura на €371 млн за картельный сговор",
2021-05-21,Соучредитель Apple Возняк назвал Россию особенной для него страной,
2021-05-21,Минпромторг пригласил Илона Маска в Москву обсудить строительство завода Tesla,
2021-05-21,Суд потребовал от «Дождя» опровергнуть новость после иска «Роснефти»,
2021-05-22,«Траст» подал новые иски к Мамуту на 4 млрд рублей,
2021-05-22,Орешкин рассчитывает на возвращение рынка труда к докризисному уровню к концу 2021 года,
2021-05-24,Lufthansa не будет летать над Белоруссией,
2021-05-24,Абрамович совместно с партнерами из Evraz стали миноритариями «Ренессанс Страхования»,
2021-05-24,Инвесторы TON подали в суд на Telegram,
2021-05-24,Американские сланцевые компании Cabot и Cimarex объявили о слиянии,
2021-05-25,«Белавиа» отменила рейсы на Украину,
2021-05-26,Инвестор-активист добился двух мест в совете директоров ExxonMobil,
2021-05-26,"МИД Украины заявил что будет бороться с «Северным потоком-2», пока по трубопроводу не пойдет газ",
2021-05-26,"Недельная инфляция в России ускорилась до 0,2%",
2021-05-26,Суд Нидерландов обязал Shell почти вдвое сократить вредные выбросы,
2021-05-27,"AirFrance отменила второй рейс в Москву, не получив разрешение прибыть в обход Белоруссии",
2021-05-28,Доля закупок с участием малого бизнеса выросла в России в два раза с 2017 года,
2021-05-28,Ракета «Союз» со спутниками OneWeb запущена с Восточного,
2021-05-30,Основательница сети «Андерсон» сообщила о платном участии в ПМЭФ для спикеров,
2021-05-31,"Чистый убыток «Аэрофлота» в первом квартале вырос на 11,8%",
2021-05-31,Инфляция в Германии в мае оказалась рекордной с 2018 года,
2021-06-01,Пассажиропоток в аэропортах США вырос в шесть раз по сравнению с прошлым годом,
2021-06-02,Служба доставки «Самокат» заработает в США,
2021-06-02,«Аэрофлот» получил разрешение для полетов в Германию,
2021-06-02,Lufthansa получила разрешение на полеты в Москву и Петербург,
2021-06-04,"ВВП России в апреле вырос на 10,7% в годовом выражении",
2021-06-04,Путин: Россия будет расширять инвестиции в сферах по улучшению жизни людей,
2021-06-04,Минтруд подготовил предложения по праздникам в 2022 году,
2021-06-05,Глава комитета Госдумы предложил отменить маткапитал для россиян с высокой зарплатой,
2021-06-05,Белоусов: восстановление экономики России идет на два месяца быстрее прогнозов,
2021-06-07,Компании хотят обязать платить платежи за возмещение ущерба экологии из чистой прибыли,
2021-06-07,"Росстат оценил годовую инфляцию в мае в 6,02%",
2021-06-08,МИД России заявил о решении удовлетворять запросы авиакомпаний на облет Белоруссии,
2021-06-08,Уровень конфликтности деловой среды в России стал максимальным за четыре года,
2021-06-09,Кудрин: $40 млрд в ФНБ легко заместить другими активами,
2021-06-09,Суд отпустил экс-главу «ТрансФин-М» Зотова,
2021-06-09,Борцом с картелями в ФАС назначен прокурор из Москвы,
2021-06-09,Росстат отчитался о росте цен за неделю,
2021-06-10,The Bell: «Яндекс» покупает «Азбуку вкуса»,
2021-06-10,Андрей Цариковский покинул пост замглавы ФАС,
2021-06-11,Минтруд предложил уточнить правила получения маткапитала отцами-одиночками,
2021-06-11,"Смертность в России в мае снизилась на 6,3% по сравнению с прошлым годом",
2021-06-11,Прожиточный минимум в 2022 году составит 11 950 рублей,
2021-06-14,Дерипаска назвал абсурдом решение США оставить его под санкциями,
2021-06-15,Правительство предлагает запретить банкам предоставлять данные недружественным странам,
2021-06-15,"Росстат оценил снижение ВВП в первом квартале в 0,7%",
2021-06-16,"ФРС сохранила ключевую ставку на уровне 0–0,25%",
2021-06-17,"Недельная инфляция в России замедлилась до 0,12%",
2021-06-18,«Ромир»: «Индекс свободных денег» у россиян вырос на 6%,
2021-06-19,Минтруд заявил о законности отстранения от работы за отказ от вакцинации,
2021-06-19,Бизнес в Санкт-Петербурге сможет работать только при вакцинации 60% сотрудников,
2021-06-19,Минтруд: возможность «декретных выплат» бабушкам и дедушкам нужно обсуждать,
2021-06-21,"Долги по зарплате в России к июню достигли 1,5 млрд рублей",
2021-06-22,Amazon остался самым дорогим мировым брендом,
2021-06-22,Минфин предложил уголовную ответственность за контрабанду в Россию сигарет и алкоголя из ЕАЭС,
2021-06-22,Власти Москвы готовы рассмотреть меры поддержки бизнеса,
2021-06-23,"Недельная инфляция в России сохранилась на уровне 0,12%",
2021-06-24,Reliance Industries в ближайшие три года вложит $10 млрд в зеленую энергетику,
2021-06-25,Кабмин утвердил экспортные пошлины на черные и цветные металлы,
2021-06-26,Бизнесмен Бурлаков из списка Forbes умер от коронавируса,
2021-06-28,ВТО сообщила об отмене странами G20 половины ограничительных мер,
2021-06-28,Британский регулятор начал расследования против аудиторов Greensill Capital,
2021-06-29,ТАСС: авиакомпании могут отменить половину рейсов на курорты Краснодарского края,
2021-06-29,Песков: помощь бизнесу сейчас не нужна,
2021-06-29,United Airlines сделала рекордный заказ на 270 лайнеров Boeing и Airbus,
2021-06-30,Швейцария проверяет нефтетрейдера Gunvor на предмет коррупции,
2021-07-01,«Вектор» готов передать технологию производства «ЭпиВакКороны-Н» за рубеж,
2021-07-01,Прожиточный минимум в 2022 году составит 11 950 рублей,
2021-07-01,Минэкономики спрогнозировало дефляцию в августе,
2021-07-02,Федерация рестораторов и отельеров оценила падение выручки общепита Москвы до 90%,
2021-07-02,Непривитым россиянам разрешат поездки на Кубань при вакцинации в регионе,
2021-07-03,Чернышенко анонсировал строительство туристического кластера в Анапе,
2021-07-04,«Вкусвилл» извинился за рекламу с лесбийской парой,
2021-07-04,Президент «Мираторга» предложил сократить число трудовых мигрантов в России,
2021-07-06,МРОТ в 2022 году составит 13 617 рублей,
2021-07-06,Более 2 тыс. компаний подали сведения о вакцинации 60% сотрудников в Подмосковье,
2021-07-07,Власти хотят финансировать строительство БАМа и Транссиба из ФНБ,
2021-07-07,"Хуснуллин рассчитывает привлечь рабочих из Белоруссии, Киргизии и Узбекистана на Восточный полигон",
2021-07-08,Семья бизнесмена Бурлакова получила его тело через 17 дней после смерти,
2021-07-08,Великобритания заключила соглашение о свободной торговле с тремя странами,
2021-07-09,Титов призвал выдавать QR-коды после прививки первым компонентом вакцины,
2021-07-09,Microsoft поднимает цены ПО и облачных сервисов на 15% в России,
2021-07-09,Рестораторы сообщили о потере до 90% выручки после введения входа по QR-кодам,
2021-07-09,Пассажиропоток авиакомпаний в России превысил 43 млн человек за полгода,
2021-07-10,В Шереметьево возникли большие очереди из-за проверок на COVID-19,
2021-07-11,Китайские власти ужесточают регулирование технологических компаний,
2021-07-14,Бывший замглавы Пентагона возглавит созданный россиянином космический стартап,
2021-07-14,"Минэкономики оценило затрагиваемый экспорт РФ из-за климатических реформ ЕС в $7,6 млрд",
2021-07-16,«Яндекс» купил банк «Акрополь»,
2021-07-18,Роскомнадзор назвал YouTube лидером по неудаленному незаконному контенту,
2021-07-19,Reuters: США и Германия скоро объявят о сделке по «Северному потоку-2»,
2021-07-19,Белоусов заявил о росте реальных располагаемых доходов россиян на 3%,
2021-07-19,ФАС не нашла оснований для роста цен на хлеб в России,
2021-07-19,Минэкономики готово к консультациям с ЕС по спору в ВТО о закупках госкомпаний,
2021-07-19,Минпромторг назвал запрет на пластиковую упаковку крайней мерой,
2021-07-20,Гуцериев передал контроль над «Славкалием» своему младшему брату,
2021-07-21,В России впервые за год зафиксирована символическая дефляция,
2021-07-21,Хакеры требуют у Saudi Aramco $50 млн,
2021-07-22,Госуслуги станут доступны по банковской идентификации,
2021-07-23,Предприниматели из Ухты вернут в бюджет более 62 млн рублей,
2021-07-23,Украина ввела санкции против Wildberries,
2021-07-23,Решетников: проекты по поглощению выбросов лесами нужно признать способом сокращения углеродного следа,
2021-07-23,Минпромторг проведет эксперимент по маркировке электронных сигарет,
2021-07-24,Кабмин компенсирует застройщикам цены на стройматериалы,
2021-07-25,Участники МАКС-2021 подписали соглашений на 265 млрд рублей,
2021-07-26,Bloomberg: сотрудники Boeing уходят в SpaceX и Amazon,
2021-07-26,Минфин выпустил разъяснения к закону об импорте винодельческой продукции,
2021-07-26,Безос предложил NASA $2 млрд в обмен на разработку его компанией лунного модуля,
2021-07-27,Наводнения в Европе могут вызвать новые проблемы в индустрии морских перевозок,
2021-07-28,Boeing впервые за два года закончила квартал с прибылью,
2021-07-28,Реальные доходы россиян увеличились впервые с начала пандемии,
2021-07-28,Pfizer почти на треть улучшила прогноз по продаже вакцины от COVID-19 в 2021 году,
2021-07-28,Издатель книги «Люди Путина» удалит упоминания связей Авена и Фридмана с КГБ,
2021-07-28,В России зафиксирована нулевая недельная инфляция,
2021-07-29,Кирилл Шамалов просит суд признать свой брак недействительным,
2021-07-29,Reuters: Мексика и Канада получили вакцины AstraZeneca до проведения инспекции производства,
2021-07-29,Didi Global может вновь стать частной компанией,
2021-07-31,Набиуллина: инфляция в России будет долгосрочным явлением,
2021-08-02,"News Corp купила сервис Oil Price Information Service за $1,15 млрд",
2021-08-03,«Газпром» официально сменил регистрацию на Санкт-Петербург,
2021-08-04,"НДПИ на нефть в России вырос на 4,7%",
2021-08-04,В России снова зафиксировали продовольственную дефляцию,
2021-08-04,Минфин не планирует вводить налог на мясо,
2021-08-05,Рынок автокредитования в России вырос на 60%,
2021-08-06,Путин заявил о необходимости принятия мер по ограничению инфляции,
2021-08-06,Минпромторг заявил о снижении цен на овощи для «борщевого набора»,
2021-08-06,"Уровень безработицы в США снизился в июле до 5,4%",
2021-08-06,Естественная убыль населения России выросла на 59% в первом полугодии,
2021-08-09,Билл Гейтс после развода опустился на пятое место в списке Forbes,
2021-08-10,"Facebook заблокировал аккаунты, через которые велась кампания против западных вакцин",
2021-08-10,Softbank сократит инвестиции в Китай из-за давления властей на IT-компании,
2021-08-10,"Сенат США принял законопроект о поддержке инфраструктуры на $1,2 трлн",
2021-08-10,Российские авиакомпании в июле увеличили перевозки почти вдвое,
2021-08-10,Владелец ЦУМа удивлен проверками ФАС,
2021-08-11,Белый дом сообщил о продолжении консультаций с ОПЕК по добыче нефти,
2021-08-11,"Годовая инфляция в России осталась в августе на уровне 6,5%",
2021-08-11,"Инфляция в США замедлилась в июле до 5,4%",
2021-08-12,Аэропорт Шереметьево намерен получить контроль над «Библио-Глобусом»,
2021-08-13,Boeing отложила полет корабля Starliner из-за неисправности двигателей,
2021-08-13,Сервис экспресс-доставки товаров SaveTime сообщил о закрытии,
2021-08-13,"Рост ВВП России во втором квартале составил 10,3%",
2021-08-13,РБК: Мельниченко объединит четыре компании в один холдинг,
2021-08-13,Ричард Брэнсон продал акции в Virgin Galactic на $300 млн,
2021-08-16,Горнодобывающая компания BHP может продать нефтегазовый бизнес за $15 млрд,
2021-08-17,Еще шесть российских авиакомпаний смогут летать на курорты Египта,
2021-08-18,«Аэрофлот» вернет деньги за билеты в Бангкок или обменяет их,
2021-08-18,Минэкономики объяснило дефляцию сезонным снижением цен на плодоовощную продукцию,
2021-08-18,В России третий раз в текущем году зафиксирована недельная дефляция,
2021-08-18,Саид Гуцериев покинул пост главы «Фортеинвеста»,
2021-08-19,«Газпром» на 30% повысил прогноз по цене экспорта газа,
2021-08-20,"США введут санкции против судна, строящего «Северный поток-2»",
2021-08-20,Байден разрешил вводить санкции против российских трубопроводов,
2021-08-22,«Северный поток-2» планируют достроить до 12 сентября,
2021-08-23,"«Русагротранс» покупает у ОВК 500 вагонов за 1,5 млрд руб.",
2021-08-25,Lufthansa и Delta Air Lines объявили об обязательной вакцинации сотрудников,
2021-08-25,Сервис такси Didi отложил запуск в Европе из-за давления властей Китая,
2021-08-25,Американский суд запретил Коломойскому и Боголюбову распоряжаться активами в США,
2021-08-25,Росстат впервые с июля зафиксировал недельную инфляцию,
2021-08-26,Силуанов назвал чрезмерным масштаб мировой антикризисной поддержки,
2021-08-30,McDonalds собирается зарегистрировать в России товарный знак «Макдак»,
2021-08-30,Чистая прибыль «Газпрома» выросла в 22 раза,
2021-08-30,Цена газа в Европе достигла рекордных $600 за 1 тыс. куб. м,
2021-08-31,Зеленский назвал российский газ самым грязным в мире,
2021-08-31,Ростуризм продлил окно продаж программы туристического кэшбэка,
2021-09-01,Годовая инфляция ускорилась до пятилетнего максимума,
2021-09-01,Amazon в ближайшие месяцы наймет 55 тыс. квалифицированных сотрудников,
2021-09-02,"Россия увеличит число регулярных рейсов в Германию, ОАЭ и Финляндию",
2021-09-04,"Глава Минэкономики: профилактические визиты заменили 15,5 тыс. проверок бизнеса",
2021-09-04,Титов предложил помочь в разрешении конфликта в Natura Siberica,
2021-09-06,«Аэрофлот» отстранил пилотов за отказ привиться от COVID-19,
2021-09-06,«Роснефть» перестала владеть Rosneft Vietnam B.V.,
2021-09-06,ДНР и ЛНР договорились о создании единого экономического пространства,
2021-09-06,Почти половина сотрудников АвтоВАЗа оказалась в режиме простоя из-за приостановки производства,
2021-09-08,Роскомнадзор утвердил маркировку контента иностранных компаний-нарушительниц,
2021-09-08,Собянин анонсировал строительство вокзала для ВСМ,
2021-09-08,Минфин: планы по приватизации в основном не касаются «голубых фишек»,
2021-09-08,Росстат: бензин и дизтопливо подешевели впервые за год,
2021-09-09,Россия полностью восстановила авиасообщение с Белоруссией,
2021-09-09,Мишустин и Мезенцев обсудили планы по утверждению интеграционных программ,
2021-09-10,Amazon оплатит учебу в колледже 750 тысячам своих работников,
2021-09-10,Гендиректор Tinder Ланзоне возглавил Yahoo!,
2021-09-10,Власти Крыма анонсировали строительство нового курортного города,
2021-09-13,ЦБ отметил замедление роста цен на непродовольственные товары,
2021-09-13,Цена на электричество в Европе достигла рекорда из-за отсутствия ветра,
2021-09-13,Экспортные цены на пшеницу из России обновили семилетний максимум,
2021-09-14,Суд взыскал с Natura Siberica почти 3 млрд рублей из-за пожара на заводе,
2021-09-14,СМИ: президент Татарстана Минниханов возглавит совет директоров «Туполева»,
2021-09-14,Boeing ждет восстановления международных авиаперевозок не ранее 2023 года,
2021-09-14,"Booking.com оспорила штраф ФАС в 1,3 млрд рублей",
2021-09-15,Байден обсудит обязательную вакцинацию с руководством крупнейших корпораций,
2021-09-16,МТС увеличил до 100% долю в УК «Система Капитал»,
2021-09-16,"Natura Siberica подала иск на 1,7 млрд руб. к совладелице Ирине Трубниковой",
2021-09-16,Розничные продажи в США неожиданно выросли в августе благодаря онлайн-торговле,
2021-09-16,Всемирный банк прекратит вести рейтинг Doing Business,
2021-09-16,Экс-премьера Киргизии Оторбаева задержали по делу Кумтора,
2021-09-20,Правительство огласило предполагаемые доходы и расходы бюджета России в 2022 году,
2021-09-20,Мишустин поручил подготовить план адаптации экономики к сокращению традиционных видов топлива,
2021-09-21,Повышение налога на прибыль для компаний с дивидендами больше инвестиций коснется только будущих доходов,
2021-09-21,«Русал» избежал новых налогов из-за отсутствия конъюнктурных доходов,
2021-09-21,Изменение НДПИ коснется жидкой стали,
2021-09-21,"Британские власти помогут энергокомпаниям, которые позаботятся о клиентах обанкротившихся конкурентов",
2021-09-22,"ФРС сохранила ставку на уровне 0–0,25% годовых",
2021-09-22,Польская PGNiG получила право на участие в сертификации Nord Stream 2 AG,
2021-09-22,"Россия с 5 октября возобновит авиасообщение с Данией, Джибути, Перу, ЮАР и Новой Зеландией",
2021-09-22,ФАС не нашла сговора среди крупнейших добытчиков минтая в России,
2021-09-22,Росстат сообщил об ускорении недельной инфляции,
2021-09-22,После введения маркировки легальный рынок меховых изделий России вырос в десять раз,
2021-09-23,Зампреда правления НОВАТЭКа Джетвея арестовали в США за неуплату налогов на $93 млн,
2021-09-23,«Аэрофлот» и «Газпром нефть» договорились о производстве «зеленого» авиатоплива,
2021-09-23,Белоусов: без инвестиций повышение налогов для бизнеса неизбежно,
2021-09-23,Мишустин связал инвестиции бизнеса с успешностью борьбы с бедностью,
2021-09-24,В интернет попали данные желающих взять кредит в Совкомбанке,
2021-09-25,Путин: без снижения инфляции нет смысла в реализации ряда проектов,
2021-09-27,Венгрия призвала Украину не вовлекать ее в спор с Россией по транзиту газа,
2021-09-28,Доходы федерального бюджета в первом полугодии превысили расходы,
2021-09-28,Глава Ford заявил об улучшении ситуации с поставками чипов,
2021-09-29,Украинский оператор предупредил о возможных проблемах при импорте газа в рамках сделки России и Венгрии,
2021-09-29,"Недельная инфляция в России ускорилась до 0,29%",
2021-09-30,В ближайшие два года тарифы на электричество для населения будут расти на 5% в год,
2021-10-01,Правительство России продлило продовольственное эмбарго до конца 2022 года,
2021-10-01,В августе уровень безработицы в России снизился до показателей лета 2019 года,
2021-10-01,Тиньков в рамках сделки со следствием согласился заплатить Минюсту США $506 млн,
2021-10-01,Новак: объем экспорта водорода из России может составить до 50 млн тонн к 2050 году,
2021-10-02,Кудрин посоветовал работать в креативной индустрии,
2021-10-04,Суд поддержал ФАС в споре с Tele2,
2021-10-04,Байден не стал гарантировать поднятие потолка госдолга США,
2021-10-04,ЦБ поддержал идею повышения порога для трат средств ФНБ,
2021-10-04,Volvo Cars приняла решение провести IPO в Стокгольме,
2021-10-04,Белорусская АЭС включена в сеть после отключения в июле,
2021-10-04,Ассоциация воздушного транспорта спрогнозировала убытки авиаперевозчиков в 2022 году,
2021-10-06,"Суд в США согласился принять от Тинькова $448,96 млн",
2021-10-06,Посол РФ в Польше назвал предопределенными результаты возможного расследования по рынку газа,
2021-10-06,"Блинкен надеется, что Россия не будет использовать энергетику в политических целях",
2021-10-06,Мишустин назначил Ольгу Баталину первым замминистра труда,
2021-10-06,Сечин предложил экспорт газа «Роснефти» для стабилизации цен,
2021-10-07,Власти США пока не планируют особых мер для стабилизации топливного рынка,
2021-10-07,Правительство Германии не увидело препятствий для запуска «Северного потока-2»,
2021-10-07,Правительство утвердило пилотный проект по привлечению 10 тыс. мигрантов из Узбекистана,
2021-10-08,«Делимобиль» объявил о планах по IPO и включил в совет директоров экс-премьера Италии,
2021-10-08,"Белоусов прогнозирует инфляцию к концу года не выше 6,5–7%",
2021-10-08,Росприроднадзор составил рейтинг российских городов-загрязнителей,
