date,news_sentiment_1d_raw,news_sentiment_chg_1d_raw,news_topic_intensity_MacroRF_raw,news_topic_intensity_MonetaryPolicyRF_raw,news_topic_intensity_GeopoliticsSanctions_raw,news_topic_intensity_OilGasEnergy_raw,news_topic_intensity_FiscalPolicyCorp_raw,news_topic_focus_shift_1d_raw,news_topic_entropy_1d_raw,_topic_vector_internal
2021-08-28,-0.10000,-0.01000,0.25000,0.08000,0.19000,0.19000,0.29000,0.01039,2.21987,"[np.float64(0.25), np.float64(0.08), np.float64(0.19), np.float64(0.19), np.float64(0.29)]"
2021-08-29,-0.23000,-0.13000,0.35000,0.08000,0.25000,0.00000,0.47000,0.08865,1.79604,"[np.float64(0.35), np.float64(0.08), np.float64(0.25), np.float64(0.0), np.float64(0.47)]"
2021-08-30,-0.11000,0.12000,0.31000,0.07000,0.21000,0.23000,0.41000,0.07519,2.15250,"[np.float64(0.31), np.float64(0.07), np.float64(0.21), np.float64(0.23), np.float64(0.41)]"
2021-08-31,-0.08000,0.03000,0.15000,0.00000,0.13000,0.18000,0.54000,0.07717,1.71854,"[np.float64(0.15), np.float64(0.0), np.float64(0.13), np.float64(0.18), np.float64(0.54)]"
2021-09-01,0.08200,0.16200,0.17200,0.01600,0.16400,0.14800,0.51600,0.00460,1.85409,"[np.float64(0.172), np.float64(0.016), np.float64(0.164), np.float64(0.148), np.float64(0.516)]"
2021-09-02,0.04100,-0.04100,0.32200,0.06100,0.22700,0.11500,0.27500,0.13624,2.12919,"[np.float64(0.322), np.float64(0.061), np.float64(0.227), np.float64(0.115), np.float64(0.275)]"
2021-09-03,0.02100,-0.02000,0.18600,0.06800,0.14300,0.21200,0.39100,0.09575,2.12046,"[np.float64(0.186), np.float64(0.068), np.float64(0.143), np.float64(0.212), np.float64(0.391)]"
2021-09-04,-0.02200,-0.04300,0.25000,0.00000,0.15000,0.11700,0.23900,0.07038,1.93273,"[np.float64(0.25), np.float64(0.0), np.float64(0.15), np.float64(0.117), np.float64(0.239)]"
2021-09-05,-0.20000,-0.17800,0.20000,0.00000,0.00000,0.00000,0.30000,0.14489,0.97095,"[np.float64(0.2), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.3)]"
2021-09-06,-0.05000,0.15000,0.14000,0.00000,0.06000,0.18000,0.24000,0.17566,1.85887,"[np.float64(0.14), np.float64(0.0), np.float64(0.06), np.float64(0.18), np.float64(0.24)]"
2021-09-07,-0.16000,-0.11000,0.20000,0.19000,0.13000,0.09000,0.28000,0.16378,2.22416,"[np.float64(0.2), np.float64(0.19), np.float64(0.13), np.float64(0.09), np.float64(0.28)]"
2021-09-08,-0.08000,0.08000,0.32000,0.07000,0.23000,0.13000,0.31000,0.07112,2.14887,"[np.float64(0.32), np.float64(0.07), np.float64(0.23), np.float64(0.13), np.float64(0.31)]"
2021-09-09,-0.05000,0.03000,0.10000,0.05000,0.15000,0.25000,0.25000,0.13906,2.12661,"[np.float64(0.1), np.float64(0.05), np.float64(0.15), np.float64(0.25), np.float64(0.25)]"
2021-09-10,-0.06000,-0.01000,0.21000,0.12000,0.30000,0.23000,0.14000,0.12520,2.24576,"[np.float64(0.21), np.float64(0.12), np.float64(0.3), np.float64(0.23), np.float64(0.14)]"
2021-09-11,-0.08000,-0.02000,0.20000,0.02000,0.35000,0.25000,0.18000,0.02762,2.05267,"[np.float64(0.2), np.float64(0.02), np.float64(0.35), np.float64(0.25), np.float64(0.18)]"
2021-09-12,-0.10000,-0.02000,0.00000,0.17000,0.33000,0.00000,0.17000,0.27884,1.50730,"[np.float64(0.0), np.float64(0.17), np.float64(0.33), np.float64(0.0), np.float64(0.17)]"
2021-09-13,-0.11000,-0.01000,0.30000,0.09000,0.07000,0.16000,0.63000,0.50840,1.87813,"[np.float64(0.3), np.float64(0.09), np.float64(0.07), np.float64(0.16), np.float64(0.63)]"
2021-09-14,0.03000,0.14000,0.45000,0.10000,0.33000,0.41000,0.48000,0.13001,2.18763,"[np.float64(0.45), np.float64(0.1), np.float64(0.33), np.float64(0.41), np.float64(0.48)]"
2021-09-15,-0.05000,-0.08000,0.12000,0.06000,0.15000,0.45000,0.22000,0.12754,2.02012,"[np.float64(0.12), np.float64(0.06), np.float64(0.15), np.float64(0.45), np.float64(0.22)]"
2021-09-16,-0.18000,-0.13000,0.50000,0.02000,0.35000,0.35000,0.51000,0.18287,2.04424,"[np.float64(0.5), np.float64(0.02), np.float64(0.35), np.float64(0.35), np.float64(0.51)]"
2021-09-17,0.03000,0.21000,0.35000,0.45000,0.25000,0.40000,0.38000,0.16280,2.29683,"[np.float64(0.35), np.float64(0.45), np.float64(0.25), np.float64(0.4), np.float64(0.38)]"
2021-09-18,-0.05000,-0.08000,0.30000,0.10000,0.10000,0.15000,0.40000,0.13975,2.09400,"[np.float64(0.3), np.float64(0.1), np.float64(0.1), np.float64(0.15), np.float64(0.4)]"
2021-09-19,-0.08000,-0.03000,0.21000,0.00000,0.18000,0.21000,0.23000,0.09222,1.99458,"[np.float64(0.21), np.float64(0.0), np.float64(0.18), np.float64(0.21), np.float64(0.23)]"
2021-09-20,-0.27000,-0.19000,0.25000,0.05000,0.35000,0.45000,0.30000,0.03321,2.11806,"[np.float64(0.25), np.float64(0.05), np.float64(0.35), np.float64(0.45), np.float64(0.3)]"
2021-09-21,-0.05000,0.22000,0.30000,0.15000,0.20000,0.25000,0.35000,0.08073,2.26282,"[np.float64(0.3), np.float64(0.15), np.float64(0.2), np.float64(0.25), np.float64(0.35)]"
2021-09-22,-0.12000,-0.07000,0.33000,0.11000,0.18000,0.14000,0.28000,0.02330,2.20538,"[np.float64(0.33), np.float64(0.11), np.float64(0.18), np.float64(0.14), np.float64(0.28)]"
2021-09-23,-0.08000,0.04000,0.31000,0.13000,0.22000,0.21000,0.36000,0.01326,2.24211,"[np.float64(0.31), np.float64(0.13), np.float64(0.22), np.float64(0.21), np.float64(0.36)]"
2021-09-24,-0.07000,0.01000,0.20000,0.11000,0.22000,0.17000,0.30000,0.01013,2.25092,"[np.float64(0.2), np.float64(0.11), np.float64(0.22), np.float64(0.17), np.float64(0.3)]"
2021-09-25,-0.35000,-0.28000,0.32000,0.02000,0.17000,0.22000,0.15000,0.11778,2.04809,"[np.float64(0.32), np.float64(0.02), np.float64(0.17), np.float64(0.22), np.float64(0.15)]"
2021-09-26,-0.15000,0.20000,0.23000,0.08000,0.23000,0.27000,0.28000,0.06644,2.22624,"[np.float64(0.23), np.float64(0.08), np.float64(0.23), np.float64(0.27), np.float64(0.28)]"
2021-09-27,-0.05000,0.10000,0.15000,0.05000,0.15000,0.25000,0.20000,0.01161,2.18004,"[np.float64(0.15), np.float64(0.05), np.float64(0.15), np.float64(0.25), np.float64(0.2)]"
2021-09-28,-0.07000,-0.02000,0.20000,0.04000,0.21000,0.31000,0.25000,0.00224,2.13986,"[np.float64(0.2), np.float64(0.04), np.float64(0.21), np.float64(0.31), np.float64(0.25)]"
2021-09-29,-0.09000,-0.02000,0.25000,0.08000,0.35000,0.30000,0.22000,0.03223,2.19909,"[np.float64(0.25), np.float64(0.08), np.float64(0.35), np.float64(0.3), np.float64(0.22)]"
2021-09-30,-0.05000,0.04000,0.15000,0.06000,0.18000,0.22000,0.39000,0.12032,2.10976,"[np.float64(0.15), np.float64(0.06), np.float64(0.18), np.float64(0.22), np.float64(0.39)]"
2021-10-01,-0.09000,-0.04000,0.25000,0.13000,0.21000,0.14000,0.17000,0.14623,2.27818,"[np.float64(0.25), np.float64(0.13), np.float64(0.21), np.float64(0.14), np.float64(0.17)]"
2021-10-02,-0.08000,0.01000,0.22000,0.01000,0.25000,0.18000,0.15000,0.05578,2.04521,"[np.float64(0.22), np.float64(0.01), np.float64(0.25), np.float64(0.18), np.float64(0.15)]"
2021-10-03,-0.11000,-0.03000,0.17000,0.00000,0.17000,0.33000,0.17000,0.08515,1.92892,"[np.float64(0.17), np.float64(0.0), np.float64(0.17), np.float64(0.33), np.float64(0.17)]"
2021-10-04,-0.10000,0.01000,0.28000,0.01000,0.12000,0.30000,0.19000,0.03706,1.98582,"[np.float64(0.28), np.float64(0.01), np.float64(0.12), np.float64(0.3), np.float64(0.19)]"
2021-10-05,0.09000,0.19000,0.25000,0.12000,0.23000,0.35000,0.23000,0.04267,2.24938,"[np.float64(0.25), np.float64(0.12), np.float64(0.23), np.float64(0.35), np.float64(0.23)]"
2021-10-06,-0.05000,-0.14000,0.24000,0.11000,0.18000,0.42000,0.29000,0.01312,2.19202,"[np.float64(0.24), np.float64(0.11), np.float64(0.18), np.float64(0.42), np.float64(0.29)]"
2021-10-07,0.05000,0.10000,0.46000,0.13000,0.15000,0.31000,0.32000,0.07188,2.17560,"[np.float64(0.46), np.float64(0.13), np.float64(0.15), np.float64(0.31), np.float64(0.32)]"
2021-10-08,0.03000,-0.02000,0.41000,0.22000,0.35000,0.38000,0.36000,0.04233,2.29353,"[np.float64(0.41), np.float64(0.22), np.float64(0.35), np.float64(0.38), np.float64(0.36)]"
2021-10-09,-0.08000,-0.11000,0.45000,0.10000,0.25000,0.55000,0.30000,0.04482,2.14432,"[np.float64(0.45), np.float64(0.1), np.float64(0.25), np.float64(0.55), np.float64(0.3)]"
2021-10-10,-0.17000,-0.09000,0.45000,0.10000,0.30000,0.30000,0.15000,0.05476,2.15030,"[np.float64(0.45), np.float64(0.1), np.float64(0.3), np.float64(0.3), np.float64(0.15)]"
2021-10-11,0.09000,0.26000,0.50000,0.25000,0.55000,0.65000,0.50000,0.06288,2.26353,"[np.float64(0.5), np.float64(0.25), np.float64(0.55), np.float64(0.65), np.float64(0.5)]"
2021-10-12,-0.08000,-0.17000,0.30000,0.15000,0.25000,0.45000,0.35000,0.01226,2.23839,"[np.float64(0.3), np.float64(0.15), np.float64(0.25), np.float64(0.45), np.float64(0.35)]"
2021-10-13,-0.19000,-0.11000,0.39000,0.06000,0.34000,0.35000,0.22000,0.05256,2.14447,"[np.float64(0.39), np.float64(0.06), np.float64(0.34), np.float64(0.35), np.float64(0.22)]"
2021-10-14,-0.07000,0.12000,0.35000,0.18000,0.42000,0.48000,0.31000,0.02416,2.25490,"[np.float64(0.35), np.float64(0.18), np.float64(0.42), np.float64(0.48), np.float64(0.31)]"
2021-10-15,-0.08000,-0.01000,0.20000,0.10000,0.24000,0.35000,0.21000,0.00659,2.22263,"[np.float64(0.2), np.float64(0.1), np.float64(0.24), np.float64(0.35), np.float64(0.21)]"
2021-10-16,-0.44000,-0.36000,0.26000,0.00000,0.29000,0.57000,0.10000,0.06344,1.77675,"[np.float64(0.26), np.float64(0.0), np.float64(0.29), np.float64(0.57), np.float64(0.1)]"
2021-10-17,0.13000,0.57000,0.10000,0.00000,0.20000,0.60000,0.10000,0.03556,1.57095,"[np.float64(0.1), np.float64(0.0), np.float64(0.2), np.float64(0.6), np.float64(0.1)]"
2021-10-18,-0.08000,-0.21000,0.20000,0.02000,0.20000,0.34000,0.24000,0.11754,2.06496,"[np.float64(0.2), np.float64(0.02), np.float64(0.2), np.float64(0.34), np.float64(0.24)]"
2021-10-19,,,,,,,,,,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]"
2021-10-20,,,,,,,,,,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]"
2021-10-21,-0.12000,,0.18000,0.12000,0.21000,0.28000,0.23000,,2.27081,"[np.float64(0.18), np.float64(0.12), np.float64(0.21), np.float64(0.28), np.float64(0.23)]"
2021-10-22,-0.10000,0.02000,0.41000,0.11000,0.18000,0.31000,0.33000,0.05619,2.19432,"[np.float64(0.41), np.float64(0.11), np.float64(0.18), np.float64(0.31), np.float64(0.33)]"
2021-10-23,-0.25000,-0.15000,0.10000,0.05000,0.45000,0.40000,0.20000,0.23733,1.97957,"[np.float64(0.1), np.float64(0.05), np.float64(0.45), np.float64(0.4), np.float64(0.2)]"
2021-10-24,-0.10000,0.15000,0.25000,0.00000,0.50000,0.50000,0.00000,0.06862,1.52193,"[np.float64(0.25), np.float64(0.0), np.float64(0.5), np.float64(0.5), np.float64(0.0)]"
2021-10-25,-0.22000,-0.12000,0.58000,0.06000,0.38000,0.30000,0.30000,0.20665,2.09845,"[np.float64(0.58), np.float64(0.06), np.float64(0.38), np.float64(0.3), np.float64(0.3)]"
2021-10-26,-0.03000,0.19000,0.35000,0.08000,0.42000,0.48000,0.45000,0.07700,2.16554,"[np.float64(0.35), np.float64(0.08), np.float64(0.42), np.float64(0.48), np.float64(0.45)]"
2021-10-27,-0.08000,-0.05000,0.22000,0.12000,0.22000,0.32000,0.28000,0.01223,2.25591,"[np.float64(0.22), np.float64(0.12), np.float64(0.22), np.float64(0.32), np.float64(0.28)]"
2021-10-28,-0.02000,0.06000,0.16000,0.00000,0.15000,0.22000,0.24000,0.02982,1.97133,"[np.float64(0.16), np.float64(0.0), np.float64(0.15), np.float64(0.22), np.float64(0.24)]"
2021-10-29,0.07000,0.09000,0.25000,0.12000,0.21000,0.25000,0.31000,0.03215,2.26244,"[np.float64(0.25), np.float64(0.12), np.float64(0.21), np.float64(0.25), np.float64(0.31)]"
2021-10-30,0.02000,-0.05000,0.10000,0.05000,0.10000,0.35000,0.15000,0.14052,2.01313,"[np.float64(0.1), np.float64(0.05), np.float64(0.1), np.float64(0.35), np.float64(0.15)]"
2021-10-31,-0.08000,-0.10000,0.13000,0.03000,0.25000,0.33000,0.15000,0.05739,2.04848,"[np.float64(0.13), np.float64(0.03), np.float64(0.25), np.float64(0.33), np.float64(0.15)]"
2021-11-01,-0.03000,0.05000,0.10000,0.05000,0.15000,0.35000,0.18000,0.02994,2.06160,"[np.float64(0.1), np.float64(0.05), np.float64(0.15), np.float64(0.35), np.float64(0.18)]"
2021-11-02,-0.04000,-0.01000,0.27900,0.03800,0.18500,0.22800,0.20800,0.12213,2.14749,"[np.float64(0.279), np.float64(0.038), np.float64(0.185), np.float64(0.228), np.float64(0.208)]"
2021-11-03,-0.15000,-0.11000,0.20000,0.10000,0.15000,0.25000,0.30000,0.04603,2.22821,"[np.float64(0.2), np.float64(0.1), np.float64(0.15), np.float64(0.25), np.float64(0.3)]"
2021-11-04,0.00000,0.15000,0.15000,0.10000,0.20000,0.25000,0.30000,0.01111,2.22821,"[np.float64(0.15), np.float64(0.1), np.float64(0.2), np.float64(0.25), np.float64(0.3)]"
2021-11-05,-0.08000,-0.08000,0.14000,0.00000,0.29000,0.29000,0.29000,0.03574,1.94586,"[np.float64(0.14), np.float64(0.0), np.float64(0.29), np.float64(0.29), np.float64(0.29)]"
2021-11-06,-0.10000,-0.02000,0.20000,0.10000,0.10000,0.30000,0.10000,0.17057,2.15564,"[np.float64(0.2), np.float64(0.1), np.float64(0.1), np.float64(0.3), np.float64(0.1)]"
2021-11-07,-0.03000,0.07000,0.30000,0.07000,0.37000,0.51000,0.07000,0.06362,1.97960,"[np.float64(0.3), np.float64(0.07), np.float64(0.37), np.float64(0.51), np.float64(0.07)]"
2021-11-08,0.05000,0.08000,0.18000,0.15000,0.20000,0.25000,0.22000,0.11994,2.30081,"[np.float64(0.18), np.float64(0.15), np.float64(0.2), np.float64(0.25), np.float64(0.22)]"
2021-11-09,0.01000,-0.04000,0.18000,0.15000,0.20000,0.25000,0.22000,0.00000,2.30081,"[np.float64(0.18), np.float64(0.15), np.float64(0.2), np.float64(0.25), np.float64(0.22)]"
2021-11-10,-0.07000,-0.08000,0.23000,0.11000,0.18000,0.17000,0.31000,0.04365,2.24164,"[np.float64(0.23), np.float64(0.11), np.float64(0.18), np.float64(0.17), np.float64(0.31)]"
2021-11-11,-0.05000,0.02000,0.18000,0.08000,0.18000,0.22000,0.34000,0.01447,2.19187,"[np.float64(0.18), np.float64(0.08), np.float64(0.18), np.float64(0.22), np.float64(0.34)]"
2021-11-12,0.02000,0.07000,0.25000,0.10000,0.15000,0.20000,0.30000,0.01758,2.22821,"[np.float64(0.25), np.float64(0.1), np.float64(0.15), np.float64(0.2), np.float64(0.3)]"
2021-11-13,0.00000,-0.02000,0.10000,0.10000,0.20000,0.20000,0.40000,0.06974,2.12193,"[np.float64(0.1), np.float64(0.1), np.float64(0.2), np.float64(0.2), np.float64(0.4)]"
2021-11-14,0.08000,0.08000,0.43000,0.14000,0.14000,0.14000,0.36000,0.17507,2.13080,"[np.float64(0.43), np.float64(0.14), np.float64(0.14), np.float64(0.14), np.float64(0.36)]"
2021-11-15,0.02000,-0.06000,0.22000,0.12000,0.18000,0.25000,0.23000,0.09268,2.28062,"[np.float64(0.22), np.float64(0.12), np.float64(0.18), np.float64(0.25), np.float64(0.23)]"
2021-11-16,-0.10000,-0.12000,0.20000,0.10000,0.30000,0.25000,0.15000,0.04907,2.22821,"[np.float64(0.2), np.float64(0.1), np.float64(0.3), np.float64(0.25), np.float64(0.15)]"
2021-11-17,0.01000,0.11000,0.15000,0.18000,0.22000,0.20000,0.25000,0.06360,2.30081,"[np.float64(0.15), np.float64(0.18), np.float64(0.22), np.float64(0.2), np.float64(0.25)]"
2021-11-18,-0.12000,-0.13000,0.25000,0.28000,0.32000,0.27000,0.38000,0.00189,2.30545,"[np.float64(0.25), np.float64(0.28), np.float64(0.32), np.float64(0.27), np.float64(0.38)]"
2021-11-19,-0.05000,0.07000,0.20000,0.15000,0.18000,0.12000,0.35000,0.03597,2.21741,"[np.float64(0.2), np.float64(0.15), np.float64(0.18), np.float64(0.12), np.float64(0.35)]"
2021-11-20,0.00000,0.05000,0.10000,0.00000,0.40000,0.20000,0.30000,0.16194,1.84644,"[np.float64(0.1), np.float64(0.0), np.float64(0.4), np.float64(0.2), np.float64(0.3)]"
2021-11-21,0.10000,0.10000,0.25000,0.10000,0.15000,0.10000,0.40000,0.20201,2.10370,"[np.float64(0.25), np.float64(0.1), np.float64(0.15), np.float64(0.1), np.float64(0.4)]"
2021-11-22,-0.08000,-0.18000,0.35000,0.25000,0.35000,0.30000,0.50000,0.04643,2.28238,"[np.float64(0.35), np.float64(0.25), np.float64(0.35), np.float64(0.3), np.float64(0.5)]"
2021-11-23,-0.05000,0.03000,0.15000,0.10000,0.35000,0.30000,0.30000,0.05526,2.19222,"[np.float64(0.15), np.float64(0.1), np.float64(0.35), np.float64(0.3), np.float64(0.3)]"
2021-11-24,-0.10000,-0.05000,0.20000,0.10000,0.25000,0.35000,0.10000,0.08373,2.15887,"[np.float64(0.2), np.float64(0.1), np.float64(0.25), np.float64(0.35), np.float64(0.1)]"
2021-11-25,0.00000,0.10000,0.10000,0.15000,0.20000,0.25000,0.30000,0.13752,2.22821,"[np.float64(0.1), np.float64(0.15), np.float64(0.2), np.float64(0.25), np.float64(0.3)]"
2021-11-26,-0.20000,-0.20000,0.30000,0.15000,0.35000,0.25000,0.35000,0.05663,2.26531,"[np.float64(0.3), np.float64(0.15), np.float64(0.35), np.float64(0.25), np.float64(0.35)]"
2021-11-27,-0.10000,0.10000,0.20000,0.10000,0.20000,0.10000,0.30000,0.02651,2.19716,"[np.float64(0.2), np.float64(0.1), np.float64(0.2), np.float64(0.1), np.float64(0.3)]"
2021-11-28,-0.10000,0.00000,0.25000,0.10000,0.10000,0.05000,0.50000,0.06853,1.88048,"[np.float64(0.25), np.float64(0.1), np.float64(0.1), np.float64(0.05), np.float64(0.5)]"
2021-11-29,0.05000,0.15000,0.15000,0.10000,0.20000,0.25000,0.25000,0.20302,2.24929,"[np.float64(0.15), np.float64(0.1), np.float64(0.2), np.float64(0.25), np.float64(0.25)]"
2021-11-30,-0.08000,-0.13000,0.45000,0.25000,0.35000,0.25000,0.40000,0.06366,2.28158,"[np.float64(0.45), np.float64(0.25), np.float64(0.35), np.float64(0.25), np.float64(0.4)]"
2021-12-01,0.08000,0.16000,0.25000,0.10000,0.10000,0.15000,0.30000,0.04318,2.17691,"[np.float64(0.25), np.float64(0.1), np.float64(0.1), np.float64(0.15), np.float64(0.3)]"
2021-12-02,0.01000,-0.07000,0.20000,0.05000,0.15000,0.20000,0.20000,0.04848,2.20282,"[np.float64(0.2), np.float64(0.05), np.float64(0.15), np.float64(0.2), np.float64(0.2)]"
2021-12-03,0.05000,0.04000,0.25000,0.05000,0.15000,0.20000,0.30000,0.01457,2.14928,"[np.float64(0.25), np.float64(0.05), np.float64(0.15), np.float64(0.2), np.float64(0.3)]"
2021-12-04,0.03000,-0.02000,0.20000,0.05000,0.30000,0.20000,0.30000,0.04789,2.15329,"[np.float64(0.2), np.float64(0.05), np.float64(0.3), np.float64(0.2), np.float64(0.3)]"
2021-12-05,0.05000,0.02000,0.20000,0.05000,0.25000,0.00000,0.25000,0.08197,1.82561,"[np.float64(0.2), np.float64(0.05), np.float64(0.25), np.float64(0.0), np.float64(0.25)]"
2021-12-06,-0.10000,-0.15000,0.30000,0.15000,0.20000,0.10000,0.25000,0.07280,2.22821,"[np.float64(0.3), np.float64(0.15), np.float64(0.2), np.float64(0.1), np.float64(0.25)]"
2021-12-07,0.06000,0.16000,0.18000,0.12000,0.24000,0.18000,0.28000,0.05474,2.26604,"[np.float64(0.18), np.float64(0.12), np.float64(0.24), np.float64(0.18), np.float64(0.28)]"
2021-12-08,-0.15000,-0.21000,0.35000,0.18000,0.32000,0.25000,0.40000,0.00912,2.27177,"[np.float64(0.35), np.float64(0.18), np.float64(0.32), np.float64(0.25), np.float64(0.4)]"
2021-12-09,0.02000,0.17000,0.20000,0.08000,0.12000,0.08000,0.30000,0.04309,2.12303,"[np.float64(0.2), np.float64(0.08), np.float64(0.12), np.float64(0.08), np.float64(0.3)]"
2021-12-10,-0.10000,-0.12000,0.25000,0.10000,0.15000,0.10000,0.40000,0.00050,2.10370,"[np.float64(0.25), np.float64(0.1), np.float64(0.15), np.float64(0.1), np.float64(0.4)]"
2021-12-11,0.00000,0.10000,0.20000,0.10000,0.10000,0.20000,0.40000,0.02853,2.12193,"[np.float64(0.2), np.float64(0.1), np.float64(0.1), np.float64(0.2), np.float64(0.4)]"
2021-12-12,-0.15000,-0.15000,0.40000,0.30000,0.15000,0.05000,0.30000,0.17223,2.09436,"[np.float64(0.4), np.float64(0.3), np.float64(0.15), np.float64(0.05), np.float64(0.3)]"
2021-12-13,-0.05000,0.10000,0.30000,0.15000,0.20000,0.25000,0.35000,0.10964,2.26282,"[np.float64(0.3), np.float64(0.15), np.float64(0.2), np.float64(0.25), np.float64(0.35)]"
2021-12-14,0.08000,0.13000,0.25000,0.18000,0.15000,0.20000,0.22000,0.01726,2.30081,"[np.float64(0.25), np.float64(0.18), np.float64(0.15), np.float64(0.2), np.float64(0.22)]"
2021-12-15,0.01000,-0.07000,0.15000,0.10000,0.20000,0.25000,0.20000,0.05415,2.26078,"[np.float64(0.15), np.float64(0.1), np.float64(0.2), np.float64(0.25), np.float64(0.2)]"
2021-12-16,0.02000,0.01000,0.23000,0.18000,0.25000,0.22000,0.12000,0.05457,2.28062,"[np.float64(0.23), np.float64(0.18), np.float64(0.25), np.float64(0.22), np.float64(0.12)]"
2021-12-17,0.05000,0.03000,0.18000,0.15000,0.17000,0.19000,0.31000,0.10963,2.26946,"[np.float64(0.18), np.float64(0.15), np.float64(0.17), np.float64(0.19), np.float64(0.31)]"
2021-12-18,0.10000,0.05000,0.20000,0.10000,0.10000,0.10000,0.50000,0.07952,1.96096,"[np.float64(0.2), np.float64(0.1), np.float64(0.1), np.float64(0.1), np.float64(0.5)]"
2021-12-19,0.10000,0.00000,0.15000,0.10000,0.20000,0.25000,0.30000,0.12421,2.22821,"[np.float64(0.15), np.float64(0.1), np.float64(0.2), np.float64(0.25), np.float64(0.3)]"
2021-12-20,-0.03000,-0.13000,0.35000,0.15000,0.35000,0.45000,0.40000,0.01726,2.24666,"[np.float64(0.35), np.float64(0.15), np.float64(0.35), np.float64(0.45), np.float64(0.4)]"
2021-12-21,-0.05000,-0.02000,0.15000,0.05000,0.15000,0.40000,0.25000,0.04833,2.06596,"[np.float64(0.15), np.float64(0.05), np.float64(0.15), np.float64(0.4), np.float64(0.25)]"
2021-12-22,0.01000,0.06000,0.20000,0.10000,0.20000,0.30000,0.20000,0.03578,2.24644,"[np.float64(0.2), np.float64(0.1), np.float64(0.2), np.float64(0.3), np.float64(0.2)]"
2021-12-23,0.02000,0.01000,0.18000,0.12000,0.28000,0.26000,0.16000,0.02372,2.25490,"[np.float64(0.18), np.float64(0.12), np.float64(0.28), np.float64(0.26), np.float64(0.16)]"
2021-12-24,-0.04000,-0.06000,0.35000,0.15000,0.25000,0.20000,0.30000,0.07549,2.26282,"[np.float64(0.35), np.float64(0.15), np.float64(0.25), np.float64(0.2), np.float64(0.3)]"
2021-12-25,-0.05000,-0.01000,0.15000,0.05000,0.20000,0.35000,0.25000,0.12212,2.12113,"[np.float64(0.15), np.float64(0.05), np.float64(0.2), np.float64(0.35), np.float64(0.25)]"
2021-12-26,0.02000,0.07000,0.14000,0.10000,0.30000,0.28000,0.18000,0.04583,2.20992,"[np.float64(0.14), np.float64(0.1), np.float64(0.3), np.float64(0.28), np.float64(0.18)]"
2021-12-27,0.01000,-0.01000,0.18000,0.22000,0.19000,0.20000,0.21000,0.07992,2.31832,"[np.float64(0.18), np.float64(0.22), np.float64(0.19), np.float64(0.2), np.float64(0.21)]"
2021-12-28,0.04000,0.03000,0.24000,0.13000,0.21000,0.18000,0.24000,0.03255,2.28904,"[np.float64(0.24), np.float64(0.13), np.float64(0.21), np.float64(0.18), np.float64(0.24)]"
2021-12-29,-0.02000,-0.06000,0.14000,0.06000,0.15000,0.32000,0.33000,0.09432,2.10505,"[np.float64(0.14), np.float64(0.06), np.float64(0.15), np.float64(0.32), np.float64(0.33)]"
2021-12-30,0.01000,0.03000,0.20000,0.08000,0.15000,0.20000,0.37000,0.03954,2.16155,"[np.float64(0.2), np.float64(0.08), np.float64(0.15), np.float64(0.2), np.float64(0.37)]"
2021-12-31,0.05000,0.04000,0.12000,0.08000,0.20000,0.30000,0.29000,0.05239,2.16929,"[np.float64(0.12), np.float64(0.08), np.float64(0.2), np.float64(0.3), np.float64(0.29)]"
2022-01-01,0.03000,-0.02000,0.35000,0.15000,0.10000,0.05000,0.40000,0.24934,1.99201,"[np.float64(0.35), np.float64(0.15), np.float64(0.1), np.float64(0.05), np.float64(0.4)]"
2022-01-02,-0.05000,-0.08000,0.25000,0.05000,0.10000,0.25000,0.35000,0.10377,2.07839,"[np.float64(0.25), np.float64(0.05), np.float64(0.1), np.float64(0.25), np.float64(0.35)]"
2022-01-03,0.10000,0.15000,0.20000,0.10000,0.15000,0.25000,0.30000,0.01806,2.22821,"[np.float64(0.2), np.float64(0.1), np.float64(0.15), np.float64(0.25), np.float64(0.3)]"
2022-01-04,0.00000,-0.10000,0.15000,0.10000,0.20000,0.30000,0.25000,0.02222,2.22821,"[np.float64(0.15), np.float64(0.1), np.float64(0.2), np.float64(0.3), np.float64(0.25)]"
2022-01-05,0.05000,0.05000,0.30000,0.05000,0.20000,0.30000,0.15000,0.07363,2.13321,"[np.float64(0.3), np.float64(0.05), np.float64(0.2), np.float64(0.3), np.float64(0.15)]"
2022-01-06,-0.10000,-0.15000,0.36364,0.09091,0.27273,0.18182,0.09091,0.05657,2.11808,"[np.float64(0.3636363636363636), np.float64(0.09090909090909091), np.float64(0.2727272727272727), np.float64(0.18181818181818182), np.float64(0.09090909090909091)]"
2022-01-07,0.10000,0.20000,0.20000,0.20000,0.10000,0.30000,0.20000,0.19587,2.24644,"[np.float64(0.2), np.float64(0.2), np.float64(0.1), np.float64(0.3), np.float64(0.2)]"
2022-01-08,0.00000,-0.10000,0.20000,0.10000,0.30000,0.20000,0.20000,0.13636,2.24644,"[np.float64(0.2), np.float64(0.1), np.float64(0.3), np.float64(0.2), np.float64(0.2)]"
